Class Name,API Name,Number of Input Parameter,Input Parameter Types,List of Methods Invoked
Lcom/android/server/audio/AudioService$Lifecycle,setBluetoothScoOn,2,"[<Application,Lcom/android/server/audio/AudioService>, <Primordial,Z>]","['getCallingUid', 'checkAudioSettingsPermission', 'toString', 'setBluetoothScoOnInt', '<init>', 'getCallingPid', 'append']"
Lcom/android/server/audio/AudioService$Lifecycle,setFocusPropertiesForPolicy,3,"[<Application,Lcom/android/server/audio/AudioService>, <Primordial,I>, <Application,Landroid/media/audiopolicy/IAudioPolicyCallback>]","['next', 'd', 'asBinder', 'e', 'containsKey', 'values', 'hasNext', '<init>', 'iterator', 'setDuckingInExtPolicyAvailable', 'toString', 'checkUpdateForPolicy', 'append']"
Lcom/android/server/audio/AudioService$Lifecycle,setFocusRequestResultFromExtPolicy,4,"[<Application,Lcom/android/server/audio/AudioService>, <Application,Landroid/media/AudioFocusInfo>, <Primordial,I>, <Application,Landroid/media/audiopolicy/IAudioPolicyCallback>]","['asBinder', 'containsKey', '<init>', 'setFocusRequestResultFromExtPolicy']"
Lcom/android/server/audio/AudioService$Lifecycle,setHdmiSystemAudioSupported,2,"[<Application,Lcom/android/server/audio/AudioService>, <Primordial,Z>]","['getDevicesForStream', 'log', 'setForceUse', 'w', '<init>']"
Lcom/android/server/audio/AudioService$Lifecycle,setMasterMute,5,"[<Application,Lcom/android/server/audio/AudioService>, <Primordial,Z>, <Primordial,I>, <Application,Ljava/lang/String>, <Primordial,I>]","['getCallingUid', 'setMasterMuteInternal']"
Lcom/android/server/audio/AudioService$Lifecycle,setMicrophoneMute,4,"[<Application,Lcom/android/server/audio/AudioService>, <Primordial,Z>, <Application,Ljava/lang/String>, <Primordial,I>]","['getCallingUid', 'getUid', 'getCallingUserId', 'setMicrophoneMuteNoCallerCheck', 'noteOp', 'checkAudioSettingsPermission', 'checkCallingOrSelfPermission', 'getAppId']"
Lcom/android/server/audio/AudioService$Lifecycle,setMode,4,"[<Application,Lcom/android/server/audio/AudioService>, <Primordial,I>, <Application,Landroid/os/IBinder>, <Application,Ljava/lang/String>]","['getCallingUid', 'isEmpty', 'checkCallingOrSelfPermission', '<init>', 'disconnectBluetoothSco', 'checkAudioSettingsPermission', 'setModeInt', 'v', 'w', 'get', 'toString', 'getCallingPid', 'getPid', 'append']"
Lcom/android/server/audio/AudioService$Lifecycle,setRingerModeExternal,3,"[<Application,Lcom/android/server/audio/AudioService>, <Primordial,I>, <Application,Ljava/lang/String>]","['isAndroidNPlus', 'wouldToggleZenMode', 'setRingerMode', 'isNotificationPolicyAccessGrantedForPackage', '<init>']"
Lcom/android/server/audio/AudioService$Lifecycle,setRingerModeInternal,3,"[<Application,Lcom/android/server/audio/AudioService>, <Primordial,I>, <Application,Ljava/lang/String>]","['enforceVolumeController', 'setRingerMode']"
Lcom/android/server/audio/AudioService$Lifecycle,setRingtonePlayer,2,"[<Application,Lcom/android/server/audio/AudioService>, <Application,Landroid/media/IRingtonePlayer>]",['enforceCallingOrSelfPermission']
Lcom/android/server/audio/AudioService$Lifecycle,setSpeakerphoneOn,2,"[<Application,Lcom/android/server/audio/AudioService>, <Primordial,Z>]","['getCallingUid', 'checkAudioSettingsPermission', 'toString', 'sendMsg', '<init>', 'getCallingPid', 'append']"
Lcom/android/server/audio/AudioService$Lifecycle,setStreamVolume,5,"[<Application,Lcom/android/server/audio/AudioService>, <Primordial,I>, <Primordial,I>, <Primordial,I>, <Application,Ljava/lang/String>]","['getCallingUid', 'canChangeAccessibilityVolume', 'log', 'w', 'toString', 'checkCallingOrSelfPermission', 'setStreamVolume', '<init>', 'append']"
Lcom/android/server/audio/AudioService$Lifecycle,setVibrateSetting,3,"[<Application,Lcom/android/server/audio/AudioService>, <Primordial,I>, <Primordial,I>]","['getValueForVibrateSetting', 'broadcastVibrateSetting']"
Lcom/android/server/audio/AudioService$Lifecycle,setVolumeController,2,"[<Application,Lcom/android/server/audio/AudioService>, <Application,Landroid/media/IVolumeController>]","['enforceVolumeController', 'postDismiss', 'd', 'asBinder', 'toString', '<init>', 'linkToDeath', 'isSameBinder', 'setController', 'append']"
Lcom/android/server/audio/AudioService$Lifecycle,setVolumePolicy,2,"[<Application,Lcom/android/server/audio/AudioService>, <Application,Landroid/media/VolumePolicy>]","['enforceVolumeController', 'd', 'equals', 'toString', '<init>', 'append']"
Lcom/android/server/audio/AudioService$Lifecycle,setWiredDeviceConnectionState,6,"[<Application,Lcom/android/server/audio/AudioService>, <Primordial,I>, <Primordial,I>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]","['i', 'toString', 'checkSendBecomingNoisyIntent', 'queueMsgUnderWakeLock', '<init>', 'append']"
Lcom/android/server/audio/AudioService$Lifecycle,shouldVibrate,2,"[<Application,Lcom/android/server/audio/AudioService>, <Primordial,I>]","['getRingerModeExternal', 'getVibrateSetting']"
Lcom/android/server/audio/AudioService$Lifecycle,startBluetoothSco,3,"[<Application,Lcom/android/server/audio/AudioService>, <Application,Landroid/os/IBinder>, <Primordial,I>]",['startBluetoothScoInt']
Lcom/android/server/audio/AudioService$Lifecycle,startBluetoothScoVirtualCall,2,"[<Application,Lcom/android/server/audio/AudioService>, <Application,Landroid/os/IBinder>]",['startBluetoothScoInt']
Lcom/android/server/audio/AudioService$Lifecycle,startWatchingRoutes,2,"[<Application,Lcom/android/server/audio/AudioService>, <Application,Landroid/media/IAudioRoutesObserver>]","['<init>', 'register']"
Lcom/android/server/audio/AudioService$Lifecycle,stopBluetoothSco,2,"[<Application,Lcom/android/server/audio/AudioService>, <Application,Landroid/os/IBinder>]","['decCount', 'restoreCallingIdentity', 'checkAudioSettingsPermission', 'clearCallingIdentity', 'getScoClient']"
Lcom/android/server/audio/AudioService$Lifecycle,trackPlayer,2,"[<Application,Lcom/android/server/audio/AudioService>, <Application,Landroid/media/PlayerBase$PlayerIdCard>]",['trackPlayer']
Lcom/android/server/audio/AudioService$Lifecycle,unloadSoundEffects,1,"[<Application,Lcom/android/server/audio/AudioService>]",['sendMsg']
Lcom/android/server/audio/AudioService$Lifecycle,unregisterAudioFocusClient,2,"[<Application,Lcom/android/server/audio/AudioService>, <Application,Ljava/lang/String>]",['unregisterAudioFocusClient']
Lcom/android/server/audio/AudioService$Lifecycle,unregisterAudioPolicyAsync,2,"[<Application,Lcom/android/server/audio/AudioService>, <Application,Landroid/media/audiopolicy/IAudioPolicyCallback>]","['getCallingUid', 'asBinder', 'log', 'release', 'w', 'toString', '<init>', 'unlinkToDeath', 'printLog', 'getCallingPid', 'append', 'remove']"
Lcom/android/server/audio/AudioService$Lifecycle,unregisterAudioServerStateDispatcher,2,"[<Application,Lcom/android/server/audio/AudioService>, <Application,Landroid/media/IAudioServerStateDispatcher>]","['getCallingUid', 'asBinder', 'w', 'toString', '<init>', 'unlinkToDeath', 'checkMonitorAudioServerStatePermission', 'getCallingPid', 'remove', 'append']"
Lcom/android/server/audio/AudioService$Lifecycle,unregisterPlaybackCallback,2,"[<Application,Lcom/android/server/audio/AudioService>, <Application,Landroid/media/IPlaybackConfigDispatcher>]",['unregisterPlaybackCallback']
Lcom/android/server/audio/AudioService$Lifecycle,unregisterRecordingCallback,2,"[<Application,Lcom/android/server/audio/AudioService>, <Application,Landroid/media/IRecordingConfigDispatcher>]",['unregisterRecordingCallback']
Lcom/android/server/usage/UsageStatsService,getAppStandbyBucket,4,"[<Application,Lcom/android/server/usage/UsageStatsService$BinderService>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>, <Primordial,I>]","['getPackageUid', 'access$600', 'getCallingUid', 'restoreCallingIdentity', 'handleIncomingUser', '<init>', 'getService', 'rethrowFromSystemServer', 'elapsedRealtime', 'hasPermission', 'clearCallingIdentity', 'getAppStandbyBucket', 'toString', 'getCallingPid', 'append']"
Lcom/android/server/usage/UsageStatsService,getAppStandbyBuckets,3,"[<Application,Lcom/android/server/usage/UsageStatsService$BinderService>, <Application,Ljava/lang/String>, <Primordial,I>]","['getCallingUid', 'getAppStandbyBuckets', 'emptyList', 'restoreCallingIdentity', 'handleIncomingUser', 'hasPermission', 'clearCallingIdentity', '<init>', 'getCallingPid', 'getService', 'rethrowFromSystemServer']"
Lcom/android/server/usage/UsageStatsService,isAppInactive,3,"[<Application,Lcom/android/server/usage/UsageStatsService$BinderService>, <Application,Ljava/lang/String>, <Primordial,I>]","['access$600', 'getCallingUid', 'elapsedRealtime', 'restoreCallingIdentity', 'isAppIdleFilteredOrParoled', 'handleIncomingUser', 'clearCallingIdentity', 'getCallingPid', 'getService', 'rethrowFromSystemServer']"
Lcom/android/server/usage/UsageStatsService,onCarrierPrivilegedAppsChanged,1,"[<Application,Lcom/android/server/usage/UsageStatsService$BinderService>]","['getContext', 'enforceCallingOrSelfPermission', 'clearCarrierPrivilegedApps']"
Lcom/android/server/usage/UsageStatsService,queryConfigurationStats,5,"[<Application,Lcom/android/server/usage/UsageStatsService$BinderService>, <Primordial,I>, <Primordial,J>, <Primordial,J>, <Application,Ljava/lang/String>]","['getCallingUserId', 'restoreCallingIdentity', 'hasPermission', 'clearCallingIdentity', '<init>', 'queryConfigurationStats']"
Lcom/android/server/usage/UsageStatsService,queryEventStats,5,"[<Application,Lcom/android/server/usage/UsageStatsService$BinderService>, <Primordial,I>, <Primordial,J>, <Primordial,J>, <Application,Ljava/lang/String>]","['getCallingUserId', 'restoreCallingIdentity', 'hasPermission', 'clearCallingIdentity', 'queryEventStats', '<init>']"
Lcom/android/server/usage/UsageStatsService,queryEvents,4,"[<Application,Lcom/android/server/usage/UsageStatsService$BinderService>, <Primordial,J>, <Primordial,J>, <Application,Ljava/lang/String>]","['access$600', 'getCallingUid', 'getCallingUserId', 'restoreCallingIdentity', 'hasPermission', 'clearCallingIdentity', 'queryEvents']"
Lcom/android/server/usage/UsageStatsService,queryEventsForPackage,4,"[<Application,Lcom/android/server/usage/UsageStatsService$BinderService>, <Primordial,J>, <Primordial,J>, <Application,Ljava/lang/String>]","['getCallingUid', 'restoreCallingIdentity', 'clearCallingIdentity', 'checkCallerIsSameApp', 'queryEventsForPackage', 'getUserId']"
Lcom/android/server/usage/UsageStatsService,queryEventsForPackageForUser,6,"[<Application,Lcom/android/server/usage/UsageStatsService$BinderService>, <Primordial,J>, <Primordial,J>, <Primordial,I>, <Application,Ljava/lang/String>, <Application,Ljava/lang/String>]","['getCallingUserId', 'restoreCallingIdentity', 'enforceCallingPermission', 'hasPermission', 'clearCallingIdentity', 'queryEventsForPackage', 'getContext', 'checkCallerIsSystemOrSameApp']"
Lcom/android/server/usage/UsageStatsService,queryEventsForUser,5,"[<Application,Lcom/android/server/usage/UsageStatsService$BinderService>, <Primordial,J>, <Primordial,J>, <Primordial,I>, <Application,Ljava/lang/String>]","['access$600', 'getCallingUserId', 'getCallingUid', 'restoreCallingIdentity', 'enforceCallingPermission', 'hasPermission', 'clearCallingIdentity', 'queryEvents', 'getContext']"
Lcom/android/server/usage/UsageStatsService,queryUsageStats,5,"[<Application,Lcom/android/server/usage/UsageStatsService$BinderService>, <Primordial,I>, <Primordial,J>, <Primordial,J>, <Application,Ljava/lang/String>]","['access$600', 'getCallingUid', 'getCallingUserId', 'restoreCallingIdentity', 'queryUsageStats', 'hasPermission', 'clearCallingIdentity', '<init>']"
Lcom/android/server/usage/UsageStatsService,registerAppUsageObserver,6,"[<Application,Lcom/android/server/usage/UsageStatsService$BinderService>, <Primordial,I>, <Application,[Ljava/lang/String>, <Primordial,J>, <Application,Landroid/app/PendingIntent>, <Application,Ljava/lang/String>]","['getCallingUid', 'restoreCallingIdentity', 'registerAppUsageObserver', 'clearCallingIdentity', '<init>', 'hasObserverPermission', 'getUserId']"
Lcom/android/server/usage/UsageStatsService,reportChooserSelection,6,"[<Application,Lcom/android/server/usage/UsageStatsService$BinderService>, <Application,Ljava/lang/String>, <Primordial,I>, <Application,Ljava/lang/String>, <Application,[Ljava/lang/String>, <Application,Ljava/lang/String>]","['elapsedRealtime', 'w', '<init>', 'obtainMessage', 'sendToTarget']"
Lcom/android/server/usage/UsageStatsService,setAppInactive,4,"[<Application,Lcom/android/server/usage/UsageStatsService$BinderService>, <Application,Ljava/lang/String>, <Primordial,Z>, <Primordial,I>]","['setAppIdleAsync', 'getCallingUid', 'restoreCallingIdentity', 'handleIncomingUser', 'enforceCallingPermission', 'clearCallingIdentity', 'getCallingPid', 'getContext', 'getService', 'getAppId', 'rethrowFromSystemServer']"
Lcom/android/server/usage/UsageStatsService,setAppStandbyBucket,4,"[<Application,Lcom/android/server/usage/UsageStatsService$BinderService>, <Application,Ljava/lang/String>, <Primordial,I>, <Primordial,I>]","['getPackageUid', 'getCallingUid', 'restoreCallingIdentity', 'enforceCallingPermission', 'handleIncomingUser', 'isCore', 'setAppStandbyBucket', '<init>', 'getService', 'rethrowFromSystemServer', 'elapsedRealtime', 'clearCallingIdentity', 'toString', 'getContext', 'getCallingPid', 'append']"
Lcom/android/server/usage/UsageStatsService,setAppStandbyBuckets,3,"[<Application,Lcom/android/server/usage/UsageStatsService$BinderService>, <Application,Landroid/content/pm/ParceledListSlice>, <Primordial,I>]","['next', 'getPackageUid', 'getCallingUid', 'restoreCallingIdentity', 'enforceCallingPermission', 'handleIncomingUser', 'setAppStandbyBucket', 'hasNext', '<init>', 'getService', 'rethrowFromSystemServer', 'elapsedRealtime', 'iterator', 'getList', 'clearCallingIdentity', 'toString', 'getContext', 'getCallingPid', 'append']"
Lcom/android/server/usage/UsageStatsService,unregisterAppUsageObserver,3,"[<Application,Lcom/android/server/usage/UsageStatsService$BinderService>, <Primordial,I>, <Application,Ljava/lang/String>]","['getCallingUid', 'unregisterAppUsageObserver', 'restoreCallingIdentity', 'clearCallingIdentity', '<init>', 'hasObserverPermission', 'getUserId']"
Lcom/android/server/usage/UsageStatsService,whitelistAppTemporarily,4,"[<Application,Lcom/android/server/usage/UsageStatsService$BinderService>, <Application,Ljava/lang/String>, <Primordial,J>, <Primordial,I>]","['getCallingUid', 'formatUid', 'addPowerSaveTempWhitelistApp', 'toString', '<init>', 'append']"
Lcom/android/server/ethernet/EthernetService,addListener,2,"[<Application,Lcom/android/server/ethernet/EthernetServiceImpl>, <Application,Landroid/net/IEthernetServiceListener>]","['enforceAccessPermission', 'checkUseRestrictedNetworksPermission', '<init>', 'addListener']"
Lcom/android/server/ethernet/EthernetService,getAvailableInterfaces,1,"[<Application,Lcom/android/server/ethernet/EthernetServiceImpl>]","['getInterfaces', 'checkUseRestrictedNetworksPermission']"
Lcom/android/server/ethernet/EthernetService,getConfiguration,2,"[<Application,Lcom/android/server/ethernet/EthernetServiceImpl>, <Application,Ljava/lang/String>]","['getIpConfiguration', 'isRestrictedInterface', 'enforceUseRestrictedNetworksPermission', 'enforceAccessPermission', '<init>']"
Lcom/android/server/ethernet/EthernetService,isAvailable,2,"[<Application,Lcom/android/server/ethernet/EthernetServiceImpl>, <Application,Ljava/lang/String>]","['isTrackingInterface', 'isRestrictedInterface', 'enforceUseRestrictedNetworksPermission', 'enforceAccessPermission']"
Lcom/android/server/ethernet/EthernetService,removeListener,2,"[<Application,Lcom/android/server/ethernet/EthernetServiceImpl>, <Application,Landroid/net/IEthernetServiceListener>]","['enforceAccessPermission', 'removeListener', '<init>']"
Lcom/android/server/ethernet/EthernetService,setConfiguration,3,"[<Application,Lcom/android/server/ethernet/EthernetServiceImpl>, <Application,Ljava/lang/String>, <Application,Landroid/net/IpConfiguration>]","['isRestrictedInterface', 'get', 'w', 'enforceUseRestrictedNetworksPermission', 'updateIpConfiguration', 'enforceConnectivityInternalPermission', '<init>']"
Lcom/android/server/NetworkScoreService$Lifecycle,clearScores,1,"[<Application,Lcom/android/server/NetworkScoreService>]","['getCallingUid', 'restoreCallingIdentity', 'clearInternal', 'clearCallingIdentity', 'enforceSystemOrIsActiveScorer']"
